tourney_spectators,year,tourney_id
2731,2016,2016-M020-P
2730,2016,2016-7182-C
2728,2016,2016-6307-C
2727,2016,2016-7205-C
2719,2016,2016-7073-C
2719,2016,2016-0568-A
2717,2016,2016-0656-I
2710,2016,2016-W-C25-POL-02A-2016-25
2707,2016,2016-W-C10-GER-01A-2016-10
2703,2016,2016-4012-C
2702,2016,2016-W-C10-TUN-10A-2016-10
2701,2016,2016-W-C50-CZE-01A-2016-50
2694,2016,2016-W-C10-EGY-38A-2016-10
2687,2016,2016-W-C50-USA-08A-2016-50
2686,2016,2016-W-WITF-TUR-20A-2016-10
2684,2016,2016-W-C50-CHN-09A-2016-50
2682,2016,2016-W-C10-ITA-18A-2016-10
2680,2016,2016-7536-C
2679,2016,2016-0414-A
2677,2016,2016-W-C50-USA-03A-2016-50
2676,2016,2016-W-C10-ESP-07A-2016-10
2675,2016,2016-W-C10-EGY-11A-2016-10
2671,2016,2016-W-C10-ITA-06B-2016-10
2670,2016,2016-W-C10-MAR-03A-2016-10
2665,2016,2016-W-C10-CHN-05A-2016-10
2665,2016,2016-W-C10-CHN-04A-2016-10
2664,2016,2016-W-C100-USA-01A-2016-100
2660,2016,2016-W-C25-NGR-02A-2016-25
2659,2016,2016-W-C10-ITA-08A-2016-10
2659,2016,2016-7498-C
2658,2016,2016-W-C10-TUN-03A-2016-10
2652,2016,2016-W-C25-SWE-02A-2016-25
2650,2016,2016-0877-C
2645,2016,2016-W-C25-JPN-05A-2016-25
2643,2016,2016-W-C10-ITA-07B-2016-10
2642,2016,2016-0448-C
2642,2016,2016-7347-C
2639,2016,2016-7341-C
2638,2016,2016-W-C10-TUN-05A-2016-10
2638,2016,2016-W-C10-ITA-05A-2016-10
2636,2016,2016-W-C10-THA-01A-2016-10
2631,2016,2016-W-C10-USA-04A-2016-10
2624,2016,2016-W-C10-AZE-02A-2016-10
2621,2016,2016-1094-I
2619,2016,2016-7563-C
2618,2016,2016-6486-C
2616,2016,2016-7438-C
2615,2016,2016-W-C10-TUN-26A-2016-10
2610,2016,2016-W-C10-POR-05A-2016-10
2610,2016,2016-W-C10-CHN-02A-2016-10
2608,2016,2016-W-C50-JPN-02A-2016-50
2603,2016,2016-W-C10-EGY-36A-2016-10
2597,2016,2016-7343-C
2595,2016,2016-W-C10-ROU-01A-2016-10
2593,2016,2016-W-C50-USA-05A-2016-50
2593,2016,2016-W-C10-TUR-10A-2016-10
2591,2016,2016-3627-C
2591,2016,2016-W-C10-EGY-27A-2016-10
2589,2016,2016-W-C10-TUR-43A-2016-10
2586,2016,2016-2151-C
2582,2016,2016-W-C25-THA-01A-2016-25
2578,2016,2016-W-C50-USA-01A-2016-50
2574,2016,2016-M014-A
2574,2016,2016-M014-P
2573,2016,2016-W-C10-AUT-05A-2016-10
2568,2016,2016-3406-C
2559,2016,2016-W-C10-TUN-25A-2016-10
2558,2016,2016-9005-C
2548,2016,2016-W-C10-ROU-04A-2016-10
2547,2016,2016-W-C10-ESP-01A-2016-10
2542,2016,2016-0692-C
2541,2016,2016-W-C25-JPN-07A-2016-25
2537,2016,2016-W-C100-FRA-03A-2016-100
2533,2016,2016-W-C50-HUN-02A-2016-50
2532,2016,2016-9003-C
2523,2016,2016-W-C50-JPN-01A-2016-50
2519,2016,2016-W-C10-TPE-02A-2016-10
2515,2016,2016-W-C100-UAE-01A-2016-100
2511,2016,2016-3824-C
2510,2016,2016-W-C10-ISR-02A-2016-10
2509,2016,2016-W-C25-GER-04A-2016-25
2507,2016,2016-W-C10-HUN-01A-2016-10
2507,2016,2016-W-C10-TUR-17A-2016-10
2506,2016,2016-W-C10-EGY-17A-2016-10
2501,2016,2016-W-C10-EGY-01A-2016-10
2501,2016,2016-W-C10-ISR-06A-2016-10
2495,2016,2016-W-C10-EGY-39A-2016-10
2492,2016,2016-W-C10-ITA-15A-2016-10
2491,2016,2016-1067-I
2490,2016,2016-W-C10-IND-02A-2016-10
2486,2016,2016-W-C10-EST-01A-2016-10
2484,2016,2016-W-C10-HKG-02A-2016-10
2484,2016,2016-W-C10-EGY-12A-2016-10
2483,2016,2016-W-C25-GER-08A-2016-25
2483,2016,2016-W-C10-ISR-03A-2016-10
2482,2016,2016-W-C25-ITA-04A-2016-25
2477,2016,2016-W-C10-TUN-34A-2016-10
2475,2016,2016-W-C25-ITA-09A-2016-25
2472,2016,2016-W-C25-NGR-01A-2016-25
2469,2016,2016-W-C10-GRE-01A-2016-10
2464,2016,2016-W-C10-ESP-18A-2016-10
2463,2016,2016-W-C25-IND-04A-2016-25
2462,2016,2016-7492-C
2455,2016,2016-6492-C
2454,2016,2016-W-C10-ESP-16A-2016-10
2450,2016,2016-W-WITF-ITA-24A-2016-10
2450,2016,2016-0703-P
2441,2016,2016-W-C10-EGY-14A-2016-10
2441,2016,2016-0451-A
2441,2016,2016-0533-A
2439,2016,2016-W-C10-ISR-01A-2016-10
2436,2016,2016-W-C10-MRI-01A-2016-10
2435,2016,2016-7237-C
2433,2016,2016-3350-C
2426,2016,2016-W-C10-EGY-24A-2016-10
2422,2016,2016-6256-C
2413,2016,2016-W-C25-ITA-01A-2016-25
2406,2016,2016-W-C10-BEL-01A-2016-10
2382,2016,2016-W-WITF-BIH-01A-2016-10
2374,2016,2016-W-C10-ESP-15A-2016-10
2374,2016,2016-W-C10-CRO-01A-2016-10
2369,2016,2016-W-C10-GRE-15A-2016-10
2366,2016,2016-M010-I
2366,2016,2016-M010-A
2365,2016,2016-W-C10-MAR-04A-2016-10
2364,2016,2016-W-C25-FRA-01B-2016-25
2360,2016,2016-W-C10-EGY-44A-2016-10
2353,2016,2016-7345-C
2352,2016,2016-W-C10-TUR-40A-2016-10
2350,2016,2016-0321-A
2347,2016,2016-M004-I
2347,2016,2016-M004-A
2337,2016,2016-6857-C
2333,2016,2016-7243-C
2332,2016,2016-W-C100-HUN-01A-2016-100
2328,2016,2016-W-C10-TUN-18A-2016-10
2318,2016,2016-W-C10-EGY-45A-2016-10
2309,2016,2016-W-C10-ITA-16A-2016-10
2307,2016,2016-W-C10-TUN-23A-2016-10
2302,2016,2016-1052-P
2296,2016,2016-W-C10-CRO-02A-2016-10
2296,2016,2016-W-C25-AUS-10A-2016-25
2276,2016,2016-0506-A
2274,2016,2016-W-C10-EGY-05A-2016-10
2270,2016,2016-W-C10-GRE-12A-2016-10
2266,2016,2016-0314-A
2251,2016,2016-W-C10-GBR-01A-2016-10
2246,2016,2016-W-C25-GER-10A-2016-25
2243,2016,2016-W-C25-USA-12A-2016-25
2242,2016,2016-1059-C
2240,2016,2016-W-C25-UZB-04A-2016-25
2236,2016,2016-0528-I
2235,2016,2016-W-C25-AUS-03A-2016-25
2206,2016,2016-W-C10-TUR-22A-2016-10
2205,2016,2016-W-C25-MNE-01A-2016-25
2204,2016,2016-0558-C
2203,2016,2016-W-C25-CHN-04A-2016-25
2201,2016,2016-W-C10-BRN-01A-2016-10
2169,2016,2016-W-C75-JPN-01A-2016-75
2157,2016,2016-W-C10-TUN-32A-2016-10
2157,2016,2016-W-C100-RUS-01A-2016-100
2156,2016,2016-W-C25-ITA-06A-2016-25
2155,2016,2016-W-C10-ROU-05A-2016-10
2146,2016,2016-0783-C
2144,2016,2016-0444-C
2143,2016,2016-W-C10-BOL-02A-2016-10
2143,2016,2016-5016-C
2136,2016,2016-7316-C
2136,2016,2016-W-C10-CHN-03A-2016-10
2131,2016,2016-W-C25-USA-02A-2016-25
2113,2016,2016-W-C10-NED-02A-2016-10
2111,2016,2016-W-C10-EGY-09A-2016-10
2109,2016,2016-0894-I
2084,2016,2016-W-C10-ITA-17A-2016-10
2083,2016,2016-W-C10-CZE-03A-2016-10
2079,2016,2016-6911-C
2078,2016,2016-W-C25-FRA-03A-2016-25
2052,2016,2016-W-C10-HKG-01A-2016-10
2050,2016,2016-7295-C
2041,2016,2016-W-C10-POR-03A-2016-10
2040,2016,2016-W-C25-JPN-03A-2016-25
2040,2016,2016-6579-C
2038,2016,2016-0447-C
2029,2016,2016-W-WITF-TUR-17A-2016-10
2017,2016,2016-W-C10-CRO-05A-2016-10
2012,2016,2016-W-C10-ITA-02A-2016-10
2008,2016,2016-W-C50-USA-07A-2016-50
2007,2016,2016-1049-I
1983,2016,2016-W-C10-FRA-09A-2016-10
1969,2016,2016-W-C10-KOR-05A-2016-10
1940,2016,2016-5069-C
1928,2016,2016-0091-C
1928,2016,2016-7561-C
1900,2016,2016-7436-C
1898,2016,2016-7335-C
1826,2016,2016-W-C10-EGY-42A-2016-10
1824,2016,2016-W-C25-ITA-05A-2016-25
1817,2016,2016-W-C10-EGY-02A-2016-10
1816,2016,2016-W-C10-ESP-02A-2016-10
1813,2016,2016-W-C10-INA-01A-2016-10
1793,2016,2016-1063-I
1762,2016,2016-W-WITF-AZE-01A-2016-10
1752,2016,2016-W-C25-SVK-01A-2016-25
1748,2016,2016-W-C10-TUN-30A-2016-10
1738,2016,2016-7542-C
1705,2016,2016-W-C100-SVK-01A-2016-100
1694,2016,2016-W-C10-TUN-06A-2016-10
1655,2016,2016-W-C10-NED-07A-2016-10
1644,2016,2016-W-C10-DJI-02A-2016-10
1626,2016,2016-W-C10-DJI-01A-2016-10
1536,2016,2016-2273-C
1442,2016,2016-W-WITF-FRA-01A-2016-10
1422,2016,2016-W-C75-CZE-01A-2016-75
1415,2016,2016-0337-A
1355,2016,2016-W-C10-EGY-22A-2016-10
1303,2016,2016-W-C10-AUT-01A-2016-10
1265,2016,2016-1081-F
1199,2016,2016-W-C25-GER-09A-2016-25
1056,2016,2016-0605-F
904,2016,2016-0808-F
889,2016,2016-W-C10-SRB-01A-2016-10
738,2016,2016-W-WITF-EGY-20A-2016-10
586,2016,2016-M-DC-2016-G1-EPA-M-RUS-NED-01-D
539,2016,2016-M-DC-2016-G1-AO-M-CHN-UZB-01-D
511,2016,2016-M-DC-2016-G1-AM-M-CHI-DOM-01-D
509,2016,2016-W-FC-2016-WG2-M-USA-POL-01-D
502,2016,2016-M-DC-2016-G2-AM-M-MEX-GUA-01-D
499,2016,2016-M-DC-2016-G1-AM-M-CHI-COL-01-D
495,2016,2016-M-DC-2016-G2-AO-M-VIE-THA-01-D
486,2016,2016-M-DC-2016-G2-EPA-M-MON-LAT-01-D
482,2016,2016-M-DC-2016-WG-M-GBR-ARG-01-D
479,2016,2016-W-FC-2016-WG2-M-CAN-BLR-01-D
474,2016,2016-M-DC-2016-G2-EPA-M-LTU-RSA-01-D
474,2016,2016-M-DC-2016-WG-PO-KAZ-RUS-01-D
472,2016,2016-M-DC-2016-G1-EPA-M-UKR-AUT-01-D
466,2016,2016-M-DC-2016-WG-M-USA-CRO-01-D
465,2016,2016-W-FC-2016-WG-PO-RUS-BLR-01-D
461,2016,2016-M-DC-2016-G2-AM-M-PER-VEN-01-D
461,2016,2016-M-DC-2016-G1-EPA-M-ROU-SLO-01-D
459,2016,2016-M-DC-2016-G2-AM-M-PUR-ESA-01-D
456,2016,2016-M-DC-2016-G2-EPA-M-ZIM-FIN-01-D
456,2016,2016-M-DC-2016-G2-AO-M-TPE-PHI-01-D
451,2016,2016-M-DC-2016-G2-EPA-M-BIH-TUN-01-D
449,2016,2016-M-DC-2016-G2-AM-M-URU-PER-01-D
442,2016,2016-M-DC-2016-G1-AO-M-IND-KOR-01-D
442,2016,2016-W-FC-2016-WG2-M-ESP-SRB-01-D
432,2016,2016-W-FC-2016-WG-M-FRA-NED-01-D
430,2016,2016-M-DC-2016-WG-M-ITA-ARG-01-D
430,2016,2016-M-DC-2016-WG-M-GER-CZE-01-D
430,2016,2016-M-DC-2016-G1-EPA-M-ESP-ROU-01-D
424,2016,2016-W-FC-2016-WG2-PO-POL-TPE-01-D
422,2016,2016-M-DC-2016-G2-AO-M-VIE-INA-01-D
421,2016,2016-W-FC-2016-WG-PO-ITA-ESP-01-D
421,2016,2016-W-FC-2016-WG-PO-AUS-USA-01-D
420,2016,2016-M-DC-2016-WG-M-CRO-BEL-01-D
419,2016,2016-W-FC-2016-WG2-PO-CAN-SVK-01-D
413,2016,2016-W-FC-2016-WG-M-GER-SUI-01-D
411,2016,2016-M-DC-2016-G2-EPA-M-BUL-TUR-01-D
408,2016,2016-M-DC-2016-G1-AM-M-BRA-ECU-01-D
407,2016,2016-M-DC-2016-G2-AO-M-PHI-KUW-01-D
405,2016,2016-W-FC-2016-WG-M-FRA-ITA-01-D
405,2016,2016-M-DC-2016-G2-AO-M-TPE-MAS-01-D
405,2016,2016-M-DC-2016-WG-PO-GER-POL-01-D
403,2016,2016-M-DC-2016-WG-PO-AUS-SVK-01-D
396,2016,2016-M-DC-2016-G2-EPA-M-LTU-BIH-01-D
394,2016,2016-W-FC-2016-WG2-PO-ARG-UKR-01-D
392,2016,2016-M-DC-2016-G2-EPA-M-LTU-NOR-01-D
392,2016,2016-M-DC-2016-G2-AM-M-ESA-VEN-01-D
389,2016,2016-W-FC-2016-WG2-PO-SRB-BEL-01-D
384,2016,2016-M-DC-2016-WG-PO-ESP-IND-01-D
384,2016,2016-W-FC-2016-WG-M-CZE-SUI-01-D
383,2016,2016-M-DC-2016-G2-AO-M-SRI-THA-01-D
379,2016,2016-M-DC-2016-G1-EPA-M-HUN-ISR-01-D
376,2016,2016-M-DC-2016-WG-M-GBR-JPN-01-D
372,2016,2016-M-DC-2016-WG-M-GBR-SRB-01-D
371,2016,2016-M-DC-2016-WG-M-USA-AUS-01-D
368,2016,2016-M-DC-2016-G2-AM-M-PAR-VEN-01-D
366,2016,2016-M-DC-2016-G2-EPA-M-TUR-BIH-01-D
362,2016,2016-M-DC-2016-WG-PO-JPN-UKR-01-D
358,2016,2016-M-DC-2016-G2-EPA-M-FIN-DEN-01-D
354,2016,2016-M-DC-2016-G2-AM-M-PER-MEX-D
350,2016,2016-M-DC-2016-G1-EPA-M-RUS-SWE-01-D
345,2016,2016-M-DC-2016-G1-EPA-M-HUN-SVK-01-D
340,2016,2016-M-DC-2016-WG-PO-SUI-UZB-01-D
339,2016,2016-M-DC-2016-G2-EPA-M-EGY-BLR-01-D
338,2016,2016-W-FC-2016-WG2-M-AUS-SVK-01-D
332,2016,2016-W-FC-2016-WG-PO-GER-ROU-01-D
327,2016,2016-W-FC-2016-WG-M-CZE-FRA-01-D
321,2016,2016-M-DC-2016-WG-M-FRA-CZE-01-D
321,2016,2016-M-DC-2016-WG-M-SRB-KAZ-01-D
317,2016,2016-M-DC-2016-WG-M-ARG-CRO-01-D
315,2016,2016-M-DC-2016-WG-M-ARG-POL-01-D
314,2016,2016-M-DC-2016-WG-PO-BEL-BRA-01-D
312,2016,2016-M-DC-2016-WG-M-CAN-FRA-01-D
308,2016,2016-W-FC-2016-WG-M-CZE-ROU-01-D
305,2016,2016-M-DC-2016-G1-EPA-M-POR-AUT-01-D
299,2016,2016-M-DC-2016-G1-AO-M-PAK-CHN-01-D
297,2016,2016-W-FC-2016-G2-EPA-A-M-FIN-DEN-01-D
295,2016,2016-M-DC-2016-G2-EPA-M-RSA-LUX-01-D
291,2016,2016-W-FC-2016-WG-M-NED-RUS-01-D
287,2016,2016-M-DC-2016-G2-EPA-M-BLR-DEN-01-D
281,2016,2016-W-FC-2016-G2-AO-B-M-MAS-KGZ-01-D
280,2016,2016-W-FC-2016-G2-AO-PP7-8-IRI-SRI-01-D
275,2016,2016-M-DC-2016-G1-AM-M-BAR-ECU-01-D
274,2016,2016-M-DC-2016-WG-M-FRA-CRO-01-D
274,2016,2016-W-FC-2016-G2-EPA-B-M-LIE-AUT-01-D
273,2016,2016-M-DC-2016-G1-AO-M-NZL-KOR-01-D
266,2016,2016-W-FC-2016-G2-EPA-B-M-AUT-BIH-01-D
261,2016,2016-M-DC-2016-G2-AO-M-TPE-THA-01-D
259,2016,2016-W-FC-2016-G2-EPA-PPO-LTU-AUT-01-D
258,2016,2016-M-DC-2016-WG-M-SUI-ITA-01-D
255,2016,2016-W-FC-2016-G2-AM-A-M-CHI-CRC-01-D
254,2016,2016-M-DC-2016-WG-PO-CAN-CHI-01-D
251,2016,2016-W-FC-2016-G1-AM-A-M-PAR-BOL-01-D
248,2016,2016-M-DC-2016-G2-EPA-M-GEO-DEN-01-D
246,2016,2016-W-FC-2016-G1-AO-B-M-KAZ-TPE-01-D
245,2016,2016-W-FC-2016-G1-EPA-C-M-CRO-ISR-01-D
243,2016,2016-W-FC-2016-G1-AO-B-M-KAZ-CHN-01-D
242,2016,2016-W-FC-2016-G1-EPA-D-M-BUL-LAT-01-D
240,2016,2016-W-FC-2016-G1-AM-A-M-PAR-COL-01-D
239,2016,2016-W-FC-2016-G1-EPA-B-M-GEO-RSA-01-D
238,2016,2016-W-FC-2016-G1-AM-B-M-ARG-BRA-01-D
237,2016,2016-W-FC-2016-G1-AM-PP3-4-MEX-BRA-01-D
236,2016,2016-W-FC-2016-G1-AO-B-M-KOR-TPE-01-D
234,2016,2016-W-FC-2016-G2-AO-B-M-INA-MAS-01-D
234,2016,2016-W-FC-2016-G2-AM-A-M-VEN-CHI-01-D
232,2016,2016-W-FC-2016-G2-AM-B-M-PUR-BAH-01-D
232,2016,2016-W-FC-2016-G2-AM-B-M-PUR-URU-01-D
232,2016,2016-M-DC-2016-G2-EPA-M-LAT-BLR-01-D
232,2016,2016-W-FC-2016-G1-AO-A-M-UZB-IND-01-D
231,2016,2016-W-FC-2016-G2-AO-A-M-PHI-HKG-01-D
231,2016,2016-W-FC-2016-G2-AM-B-M-DOM-URU-01-D
229,2016,2016-W-FC-2016-G1-EPA-REL-RSA-HUN-01-D
228,2016,2016-W-FC-2016-G2-AM-B-M-GUA-PUR-01-D
228,2016,2016-W-FC-2016-G2-AO-B-M-KGZ-SRI-01-D
226,2016,2016-W-FC-2016-G2-AO-PPO-PHI-SIN-01-D
225,2016,2016-W-FC-2016-G2-AM-A-M-VEN-HON-01-D
224,2016,2016-W-FC-2016-G1-EPA-PPO-BEL-GBR-01-D
224,2016,2016-W-FC-2016-G2-AO-B-M-PAK-SRI-01-D
223,2016,2016-W-FC-2016-G2-AO-A-M-PHI-BRN-01-D
223,2016,2016-W-FC-2016-G2-AM-B-M-DOM-PUR-01-D
221,2016,2016-W-FC-2016-G1-AM-A-M-COL-MEX-01-D
220,2016,2016-W-FC-2016-G2-AO-B-M-MAS-SIN-01-D
216,2016,2016-W-FC-2016-G1-EPA-D-M-HUN-BEL-01-D
216,2016,2016-W-FC-2016-G2-AM-A-M-CHI-HON-01-D
214,2016,2016-W-FC-2016-G2-AO-A-M-IRI-BRN-01-D
212,2016,2016-W-FC-2016-G2-EPA-B-M-LIE-EGY-01-D
212,2016,2016-W-FC-2016-G1-EPA-D-M-HUN-LAT-01-D
211,2016,2016-W-FC-2016-G1-AO-A-M-JPN-IND-01-D
208,2016,2016-W-FC-2016-G1-AO-A-M-JPN-THA-01-D
208,2016,2016-W-FC-2016-G1-AM-A-M-MEX-BOL-01-D
207,2016,2016-W-FC-2016-G2-EPA-B-M-LIE-BIH-01-D
205,2016,2016-W-FC-2016-G2-AM-B-M-DOM-GUA-01-D
204,2016,2016-W-FC-2016-G1-AM-REL-COL-ECU-01-D
204,2016,2016-W-FC-2016-G2-AM-PP5-8-DOM-CRC-01-D
204,2016,2016-W-FC-2016-G1-AO-PP3-4-THA-CHN-01-D
202,2016,2016-W-FC-2016-G1-AM-B-M-ECU-PER-01-D
201,2016,2016-W-FC-2016-G2-AM-B-M-BAH-URU-01-D
201,2016,2016-W-FC-2016-G1-AO-B-M-CHN-KOR-01-D
200,2016,2016-W-FC-2016-G1-EPA-C-M-TUR-EST-01-D
200,2016,2016-W-FC-2016-G2-AO-B-M-SIN-KGZ-01-D
199,2016,2016-W-FC-2016-G1-AM-A-M-PAR-MEX-01-D
198,2016,2016-W-FC-2016-G2-AO-B-M-MAS-SRI-01-D
198,2016,2016-W-FC-2016-G2-AM-A-M-CRC-HON-01-D
197,2016,2016-W-FC-2016-G1-AO-B-M-KAZ-KOR-01-D
196,2016,2016-W-FC-2016-G2-EPA-B-M-EGY-AUT-01-D
196,2016,2016-W-FC-2016-G2-AO-PP9-10-BRN-PAK-01-D
196,2016,2016-W-FC-2016-G2-AM-A-M-VEN-CRC-01-D
195,2016,2016-W-FC-2016-G2-EPA-A-M-LTU-DEN-01-D
194,2016,2016-W-FC-2016-G1-AM-B-M-BRA-ECU-01-D
194,2016,2016-W-FC-2016-G1-EPA-B-M-GBR-GEO-01-D
193,2016,2016-W-FC-2016-G2-AM-B-M-GUA-URU-01-D
192,2016,2016-W-FC-2016-G1-EPA-A-M-UKR-POR-01-D
192,2016,2016-W-FC-2016-G1-AO-A-M-JPN-UZB-01-D
191,2016,2016-W-FC-2016-G1-AM-B-M-ARG-PER-01-D
188,2016,2016-W-FC-2016-G2-AO-B-M-INA-SRI-01-D
186,2016,2016-W-FC-2016-G2-AM-B-M-DOM-BAH-01-D
184,2016,2016-W-FC-2016-G1-AO-REL-UZB-KOR-01-D
184,2016,2016-W-FC-2016-G2-AO-A-M-POC-IRI-01-D
183,2016,2016-W-FC-2016-G2-EPA-REL-EGY-FIN-01-D
183,2016,2016-W-FC-2016-G2-EPA-PPO-DEN-BIH-01-D
183,2016,2016-W-FC-2016-G2-AO-B-M-INA-PAK-01-D
182,2016,2016-W-FC-2016-G1-AM-B-M-BRA-PER-01-D
181,2016,2016-W-FC-2016-G1-AO-B-M-CHN-TPE-01-D
180,2016,2016-W-FC-2016-G2-AO-A-M-HKG-POC-01-D
179,2016,2016-W-FC-2016-G1-EPA-C-M-CRO-TUR-01-D
178,2016,2016-W-FC-2016-G1-EPA-B-M-GBR-RSA-01-D
177,2016,2016-W-FC-2016-G2-AO-A-M-POC-BRN-01-D
174,2016,2016-W-FC-2016-G1-AM-B-M-ARG-ECU-01-D
174,2016,2016-W-FC-2016-G1-EPA-D-M-BEL-BUL-01-D
173,2016,2016-W-FC-2016-G2-AM-B-M-GUA-BAH-01-D
171,2016,2016-W-FC-2016-G1-EPA-A-M-SWE-POR-01-D
171,2016,2016-W-FC-2016-G1-AO-A-M-THA-UZB-01-D
170,2016,2016-W-FC-2016-G2-AO-A-M-PHI-IRI-01-D
170,2016,2016-W-FC-2016-G2-AO-A-M-HKG-BRN-01-D
169,2016,2016-W-FC-2016-G1-AM-REL-BOL-PER-01-D
169,2016,2016-W-FC-2016-G2-AO-PP3-4-HKG-MAS-01-D
167,2016,2016-W-FC-2016-G2-AO-B-M-SIN-PAK-01-D
166,2016,2016-W-FC-2016-G2-AO-B-M-INA-SIN-01-D
166,2016,2016-W-FC-2016-G1-AO-A-M-THA-IND-01-D
165,2016,2016-W-FC-2016-G1-AO-PPO-JPN-TPE-01-D
165,2016,2016-W-FC-2016-G1-EPA-PPO-UKR-ISR-01-D
163,2016,2016-W-FC-2016-G2-AM-PPO-VEN-GUA-01-D
162,2016,2016-W-FC-2016-G1-EPA-C-M-TUR-ISR-01-D
162,2016,2016-W-FC-2016-G1-EPA-A-M-SWE-UKR-01-D
160,2016,2016-W-FC-2016-G2-AO-B-M-INA-KGZ-01-D
160,2016,2016-W-FC-2016-G2-AO-A-M-PHI-POC-01-D
159,2016,2016-W-FC-2016-G1-EPA-C-M-CRO-EST-01-D
158,2016,2016-W-FC-2016-G2-EPA-A-M-FIN-LTU-01-D
156,2016,2016-W-FC-2016-G2-AM-PP5-8-HON-URU-01-D
154,2016,2016-W-FC-2016-G2-AO-B-M-MAS-PAK-01-D
150,2016,2016-W-FC-2016-G1-EPA-D-M-HUN-BUL-01-D
149,2016,2016-W-FC-2016-G2-AO-B-M-PAK-KGZ-01-D
145,2016,2016-W-FC-2016-G1-EPA-PP5-8-GEO-BUL-01-D
145,2016,2016-W-FC-2016-G1-AM-PPO-PAR-ARG-01-D
144,2016,2016-W-FC-2016-G1-EPA-REL-SWE-TUR-01-D
143,2016,2016-W-FC-2016-G1-AM-A-M-COL-BOL-01-D
142,2016,2016-W-FC-2016-G2-AO-PP5-6-POC-INA-01-D
141,2016,2016-W-FC-2016-G1-EPA-PP5-8-POR-CRO-01-D
136,2016,2016-W-FC-2016-G2-AM-PPO-PUR-CHI-01-D
132,2016,2016-W-FC-2016-G2-EPA-B-M-EGY-BIH-01-D
131,2016,2016-W-FC-2016-G2-AO-B-M-SIN-SRI-01-D
130,2016,2016-W-FC-2016-G1-EPA-C-M-EST-ISR-01-D
127,2016,2016-W-FC-2016-G1-AO-PP5-6-IND-KAZ-01-D
116,2016,2016-W-FC-2016-G1-EPA-D-M-BEL-LAT-01-D
102,2016,2016-W-FC-2016-G2-AO-A-M-HKG-IRI-01-D
13332,2017,2017-540-G
13252,2017,2017-M006-PM
13252,2017,2017-M006-M
12475,2017,2017-560-G
12310,2017,2017-M007-M
12310,2017,2017-M007-PM
11316,2017,2017-520-G
11038,2017,2017-580-G
8057,2017,2017-M009-M
8057,2017,2017-M009-P
7864,2017,2017-0718-P
7567,2017,2017-M021-PM
7567,2017,2017-M021-M
6867,2017,2017-6242-A
6746,2017,2017-0421-M
6701,2017,2017-M035-I
6701,2017,2017-M035-A
6649,2017,2017-0410-M
6642,2017,2017-5014-M
6139,2017,2017-1075-P
6040,2017,2017-0806-P
5298,2017,2017-7791-C
5174,2017,2017-W-WITF-GRE-06A-2017-15
5121,2017,2017-M016-P
5121,2017,2017-M016-A
4822,2017,2017-W-WITF-TUN-37A-2017-15
4751,2017,2017-W-WITF-FRA-09A-2017-15
4727,2017,2017-W-WITF-TUR-16A-2017-15
4711,2017,2017-2120-C
4702,2017,2017-W-WITF-PAR-03A-2017-15
4647,2017,2017-W-WITF-ESP-06A-2017-25
4639,2017,2017-W-WITF-ESP-03A-2017-15
4603,2017,2017-7707-C
4596,2017,2017-0467-C
4595,2017,2017-W-WITF-ITA-05A-2017-25
4563,2017,2017-1094-I
4546,2017,2017-M024-P
4546,2017,2017-M024-M
4530,2017,2017-W-WITF-FRA-16A-2017-100
4521,2017,2017-0352-M
4518,2017,2017-0526-C
4485,2017,2017-W-WITF-TUR-46A-2017-15
4476,2017,2017-0322-A
4471,2017,2017-W-WITF-CHN-01A-2017-15
4462,2017,2017-W-WITF-NED-06A-2017-15
4448,2017,2017-W-WITF-USA-25A-2017-25
4444,2017,2017-W-WITF-ESP-21A-2017-15
4432,2017,2017-0308-A
4417,2017,2017-W-WITF-RUS-06A-2017-15
4410,2017,2017-W-WITF-ESP-02A-2017-15
4395,2017,2017-W-WITF-USA-20A-2017-25
4395,2017,2017-W-WITF-FRA-08A-2017-60
4384,2017,2017-7009-C
4383,2017,2017-W-WITF-EGY-22A-2017-15
4380,2017,2017-7316-C
4377,2017,2017-0804-P
4371,2017,2017-W-WITF-ITA-12A-2017-25
4360,2017,2017-M001-A
4360,2017,2017-M001-I
4355,2017,2017-W-WITF-USA-16A-2017-25
4346,2017,2017-W-WITF-HKG-06A-2017-15
4325,2017,2017-W-WITF-EGY-07A-2017-15
4319,2017,2017-W-WITF-CZE-02A-2017-15
4317,2017,2017-W-WITF-TUR-12A-2017-15
4310,2017,2017-W-WITF-UZB-01A-2017-25
4290,2017,2017-1080-I
4288,2017,2017-W-WITF-BRA-03B-2017-15
4288,2017,2017-2278-C
4284,2017,2017-0213-C
4259,2017,2017-7391-C
4255,2017,2017-W-WITF-USA-10A-2017-80
4250,2017,2017-W-WITF-TUN-16A-2017-15
4248,2017,2017-7485-A
4245,2017,2017-W-WITF-AUT-01A-2017-15
4231,2017,2017-W-WITF-ROU-02A-2017-15
4231,2017,2017-W-WITF-ESP-16A-2017-15
4223,2017,2017-0375-A
4219,2017,2017-W-WITF-THA-11A-2017-15
4217,2017,2017-1084-C
4214,2017,2017-W-WITF-GER-04A-2017-25
4208,2017,2017-6857-C
4185,2017,2017-W-WITF-ITA-34A-2017-15
4178,2017,2017-6795-C
